Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class
ELEC,Mills at Jersey Gardens,651 Kapkowski Road,,Elizabeth,NJ,07201,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,40.66244,-74.17328,2023-09-26,164538,2023-09-26 01:26:11 UTC,,,,2020-07-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Deptford Mall - Tesla Supercharger,1750 Deptford Center Road,,Deptford,NJ,08096,,877-798-3752,E,,Public,24 hours daily,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,39.833479,-75.097916,2023-07-01,165118,2023-07-14 19:41:28 UTC,P,,,2020-07-31,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Wawa - Tesla Supercharger,2017 Cleveland Place,,Springfield,NJ,07081,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.717735,-74.329331,2023-07-01,165119,2023-07-14 19:41:28 UTC,P,,,2020-07-31,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Greater Alliance Federal Credit Union,40 W Century Rd,,Paramus,NJ,07652,,201-599-5500,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,40.93046,-74.074564,2022-11-10,165143,2023-02-14 15:54:11 UTC,P,,,2020-07-31,,,,,J1772 TESLA,US,,,,Public,,public,,,BANK,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD
ELEC,Embassy Suites by Hilton Berkeley Heights,250 Connell Dr,,Berkeley Heights,NJ,07922,,908-897-1970,E,,Public,24 hours daily; guest use only,,,,,,3,,,Non-Networked,,GPS,40.66229,-74.417195,2023-02-13,165144,2023-02-14 15:54:11 UTC,P,,,2020-07-31,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,true,,,,,,,,LD
ELEC,LAWRENCE TWP FLEET ST 2,2207 US-206,,Lawrence Township,NJ,08648,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.282269,-74.733296,2023-09-26,165268,2023-09-26 00:45:54 UTC,,,,2020-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"Target T1822 (Clifton, NJ)",30 KINGSLAND RD,,Clifton,NJ,07014,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,40.82427,-74.13632,2023-09-26,165410,2023-09-26 01:26:05 UTC,,,,2020-08-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Appel Farm Arts & Music Campus,457 Shirley Road,,Elmer,NJ,08318,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,39.579248,-75.199678,2023-09-26,165472,2023-09-26 00:05:08 UTC,,,,2020-01-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,
ELEC,The Mills at Jersey Gardens - Tesla Supercharger,651 Kapkowski Road,,Elizabeth,NJ,07201,,877-798-3752,E,,Public,24 hours daily,,,,,,,16,,Tesla,https://www.tesla.com/supercharger,GPS,40.662915,-74.17379,2023-07-01,165578,2023-07-14 19:41:28 UTC,P,,,2020-08-10,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MARINERS TOWER STATION ONE,100 Tower Dr,,Edgewater,NJ,07020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.827263,-73.97226,2023-09-26,165858,2023-09-26 00:47:05 UTC,,,,2020-09-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,FRONT SHOWROOM LUCAS FORD PS,900 US-130,,Burlington,NJ,08016,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.07963,-74.840355,2023-09-26,166203,2023-09-26 00:46:12 UTC,,,,2020-09-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Township of Bloomfield - Municipal Lot,499 Bloomfield Ave,,Bloomfield,NJ,7003,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,40.791227,-74.196261,2023-09-26,166678,2023-09-26 01:29:34 UTC,,,,2020-02-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Community Center,1167 River Road,,Edgewater,NJ,07020,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,40.834258,-73.970772,2023-09-26,166679,2023-09-26 01:29:38 UTC,,,,2019-01-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Old River Road,281 Old River Road,,Edgewater,NJ,07020,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,40.80987,-73.990013,2023-09-26,166680,2023-09-26 01:29:33 UTC,,,,2019-01-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,VERONA TOWNSHIP MUNI COURT ST1,880 Bloomfield Ave,,Verona,NJ,07044,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.835106,-74.25626,2023-09-26,166897,2023-09-26 00:47:24 UTC,,,,2020-09-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,RED BANK ENGLISH PLAZA 1,100 English Plaza,,Red Bank,NJ,07701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.350727,-74.066569,2023-09-26,166920,2023-09-26 00:47:22 UTC,,,,2020-09-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,JERSEYCITY FULTON AVE LOT2,207 Fulton Ave,,Jersey City,NJ,07305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.704683,-74.087169,2023-09-26,166984,2023-09-26 00:47:26 UTC,,,,2020-09-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 3078 - East Brunswick NJ,290 NJ-18,,East Brunswick,NJ,08816,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,40.45732,-74.39923,2023-09-26,167237,2023-09-26 01:26:47 UTC,,,,2020-10-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 3520 - Secaucus, NJ",400 Park Plaza Dr.,,Secaucus,NJ,07094,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,40.79215,-74.04193,2023-09-26,167270,2023-09-26 01:26:51 UTC,,,,2020-10-03,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ORADELL DPW ORADELL LIB ST2,Oradell Ave at Kinderkamack Rd,,Oradell,NJ,07649,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.954308,-74.03256,2023-09-26,167861,2023-09-26 00:48:31 UTC,,,,2020-10-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Woodbridge Center Lord & Taylor,250 Woodbridge Center Drive,,Woodbridge,NJ,07095,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.557782,-74.2995745,2023-09-26,167921,2023-09-26 01:34:16 UTC,,,,2020-10-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,
ELEC,Madison Community Pool,105 Rosedale Ave.,"EV-Level 2 Charger 7kW - Charging duration fee $1/hr for first 2 Hrs, $3/hr for following 2 Hrs
Maximum parking while charging 4 Hrs
$25/Hr penalty after 4 Hrs.
Located at the Madison Community Pool Parking Lot",Madison,NJ,07940,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.760385462598,-74.398457755959,2023-09-26,168096,2023-09-26 00:05:50 UTC,,,,2020-03-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$25.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,
ELEC,Cook Ave. - Parking Lot,73 Cook Ave,,Madison,NJ,07940,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.759673179768,-74.414712327578,2023-09-26,168117,2023-09-26 00:05:50 UTC,,,,2020-03-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$25.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,
ELEC,"Target T1224 - Bridgewater, NJ",119 Promenade Blvd,,Bridgewater,NJ,08807,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,40.56184,-74.55387,2023-09-26,168270,2023-09-26 01:26:33 UTC,,,,2020-11-11,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Township Municipal Building,260 East Bay Avenue,,Manahawkin,NJ,08050,,866-816-7584,E,,Public,,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,39.69204,-74.25012,2023-09-26,168445,2023-09-26 01:29:56 UTC,,,,2020-06-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Fort Lee Parking Authority,231 Main St,,Fort Lee,NJ,07024,,,E,,Private - Credit card at all times,24 hours daily; Also accepts PayPal and Apple Pay,A D M V,,,,,2,,,EV Connect,http://evconnect.com/,GPS,40.85181,-73.971475,2020-12-03,168461,2021-03-11 23:22:17 UTC,LG,,,2020-07-17,,,,,J1772,US,,,,Privé - Carte de crédit en tout temps,,private,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Plaza 23 Station,500 Route 23 North,,Pompton Plains,NJ,07444,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,40.96872,-74.28467,2023-09-26,168486,2023-09-26 01:25:59 UTC,,,,2020-11-14,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Eureka 601 Parking - Tesla Destination,601 Bangs Ave,,Asbury Park,NJ,07712,,  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.217114,-74.010372,2022-10-06,168762,2023-01-18 15:15:20 UTC,P,,,2016-12-28,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,
ELEC,HP PUBLIC HIGHLND PRK PS2,220 S 6th Ave,,Highland Park,NJ,08904,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.497789,-74.421834,2023-09-26,169432,2023-09-26 00:49:38 UTC,,,,2020-11-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Salem Oak Vineyards,60 N Railroad Ave,,Pedricktown,NJ,08067,,856-889-2121,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,39.761564,-75.409912,2023-01-10,169530,2023-02-14 15:54:11 UTC,P,,,2020-10-31,,,,,J1772,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Dunkin Donuts - West Orange,563 Northfield Ave,The Chademo Side for this charger is ||out of service. The CCS side of the ||unit is working.||,West Orange,NJ,07052,,888-998-2546,E,,Public,24 hours daily,,,,,,,1,,Blink Network,http://www.blinkcharging.com/,GPS,40.77032,-74.28109,2023-09-26,170136,2023-09-26 00:05:23 UTC,,,,2020-12-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,
ELEC,Holiday Inn - Budd Lake,1000 International Dr,CCS cord under repair - CHAdeMO side ||working.||,Budd Lake,NJ,07828,,888-998-2546,E,,Public,24 hours daily,,,,,,,1,,Blink Network,http://www.blinkcharging.com/,GPS,40.908788,-74.72488,2023-09-26,170173,2023-09-26 00:07:07 UTC,,,,2014-07-31,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,
ELEC,Wawa - Tesla Supercharger,548 Monmouth Road,,Clarksburg,NJ,08510,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.157732,-74.430077,2023-07-01,170435,2023-07-14 19:41:28 UTC,P,,,2020-12-14,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,LD
ELEC,CIRCLE BMW FLEET 1,500 NJ-36,,Eatontown,NJ,07724,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.290409,-74.041773,2023-09-26,171261,2023-09-26 00:50:51 UTC,,,,2021-01-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LEHT LEHT PS 1,665 Radio Rd,,Little Egg Harbor,NJ,08087,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.575893,-74.364296,2023-09-26,171341,2023-09-26 00:50:38 UTC,,,,2021-01-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Crowne Plaza,2349 Marlton Pike West,Charger under repair.||,Cherry Hill,NJ,08002,,888-998-2546,E,,Public,24 hours daily,,,,,,,1,,Blink Network,http://www.blinkcharging.com/,GPS,39.9263586,-75.05352,2023-09-26,171369,2023-09-26 00:01:25 UTC,,,,2021-01-19,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,
ELEC,NEWARK BOARD OF NWK BOE DUAL ST,190 Muhammad Ali Ave,,Newark,NJ,07108,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.72759,-74.195724,2023-09-26,171387,2023-09-26 00:50:59 UTC,,,,2021-01-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,FELLOWSHIPSL FELLOWSHIP PS1,8000 Fellowship Rd,,Basking Ridge,NJ,07920,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.655437,-74.58226,2023-09-26,171408,2023-09-26 00:50:26 UTC,,,,2021-01-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CRANFORD TOWNSH CRANFORD PG ST1,4 S Union Ave,,Cranford,NJ,07016,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.654871,-74.305423,2023-09-26,171455,2023-09-26 00:50:10 UTC,,,,2021-01-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BMW-NA STATION 02,200 Chestnut Ridge Rd,,Woodcliff Lake,NJ,07677,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.028455,-74.072404,2023-09-26,171825,2023-09-26 00:11:18 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BMW-NA STATION 04,250 Chestnut Ridge Rd,,Woodcliff Lake,NJ,07677,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.028322,-74.073322,2023-09-26,171911,2023-09-26 00:11:09 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P3 AC CHARGERS 300-LVL 3 AC# 6,300 Chestnut Ridge Rd,,Woodcliff Lake,NJ,07677,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.034273,-74.072787,2023-09-26,171969,2023-09-26 00:11:09 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P3 AC CHARGERS 300-LVL 3 AC# 5,300 Chestnut Ridge Rd,,Woodcliff Lake,NJ,07677,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.034322,-74.072802,2023-09-26,171972,2023-09-26 00:11:00 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BMW-NA LVL 4 CHARGER 7,300 Chestnut Ridge Rd,,Woodcliff Lake,NJ,07677,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.034407,-74.07329,2023-09-26,171973,2023-09-26 00:11:00 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,FLKS CAMPUS STATION 02,1 Becton Dr,,Franklin Lakes,NJ,07417,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.016346,-74.211628,2023-09-26,172122,2023-09-26 00:14:01 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,FLKS CAMPUS STATION 03,1 Becton Dr,,Franklin Lakes,NJ,07417,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.016328,-74.211641,2023-09-26,172123,2023-09-26 00:11:03 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SEASIDE HEIGHTS SEASIDE 3,55 Grant Ave,,Seaside Heights,NJ,08751,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.942525,-74.072689,2023-09-26,173205,2023-09-26 00:26:14 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SEASIDE HEIGHTS SEASIDE 2,55 Grant Ave,,Seaside Heights,NJ,08751,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.942474,-74.072717,2023-09-26,173206,2023-09-26 00:26:14 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SEASIDE HEIGHTS SEASIDE 4,55 Grant Ave,,Seaside Heights,NJ,08751,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.942464,-74.072716,2023-09-26,173207,2023-09-26 00:26:14 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,WESTFIELD GSP GSP CHARGER 02,1 Garden State Plaza Blvd,,Paramus,NJ,07652,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.918309,-74.077351,2023-09-26,173627,2023-09-26 00:29:07 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,WESTFIELD GSP GSP CHARGER 04,1 Garden State Plaza Blvd,,Paramus,NJ,07652,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.918292,-74.077308,2023-09-26,173628,2023-09-26 00:29:07 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,WESTFIELD GSP GSP CHARGER 01,1 Garden State Plaza Blvd,,Paramus,NJ,07652,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.918292,-74.07733,2023-09-26,173629,2023-09-26 00:29:07 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,DCH KAY HONDA SHOP 01,200 NJ-36,,Eatontown,NJ,07724,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.290579,-74.042881,2023-09-26,173728,2023-09-26 00:30:41 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,RUTHERFORDBORO MEMORIALNO1,111 Monona Ave,,Rutherford,NJ,07070,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.844206,-74.118435,2023-09-26,173941,2023-09-26 00:24:07 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,RUTHERFORDBORO KIPAVE3,55 Kip Ave,,Rutherford,NJ,07070,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.828585,-74.103726,2023-09-26,173943,2023-09-26 00:24:07 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,RUTHERFORDBORO KIPAVE1,55 Kip Ave,,Rutherford,NJ,07070,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.828711,-74.103624,2023-09-26,173944,2023-09-26 00:24:07 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LOT 1 JERSEY AV BOLLWAGE GAR 1,37 Caldwell Pl,,Elizabeth,NJ,07201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.664399,-74.216562,2023-09-26,173969,2023-09-26 00:30:24 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LOT 1 JERSEY AV BOLLWAGE GAR 3,37 Caldwell Pl,,Elizabeth,NJ,07201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.664475,-74.216554,2023-09-26,173970,2023-09-26 00:30:25 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LOT 1 JERSEY AV BOLLWAGE GAR 4,37 Caldwell Pl,,Elizabeth,NJ,07201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.664509,-74.216541,2023-09-26,173971,2023-09-26 00:30:25 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR P4 STATION8,EWR Station P4 Daily Parking Garage Newark Li,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.696425,-74.183688,2023-09-26,174010,2023-09-26 00:28:01 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR P4 STATION4,EWR Station P4 Daily Parking Garage Newark Li,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.696453,-74.183581,2023-09-26,174011,2023-09-26 00:27:31 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR P4 STATION6,EWR Station P4 Daily Parking Garage Newark Li,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.696494,-74.18357,2023-09-26,174012,2023-09-26 00:27:30 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR P4 STATION5,EWR Station P4 Daily Parking Garage Newark Li,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.69647,-74.183691,2023-09-26,174013,2023-09-26 00:27:19 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PANYNJ EWR P4 STATION2,EWR Station P4 Daily Parking Garage Newark Li,,Newark,NJ,07114,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.696463,-74.18382,2023-09-26,174014,2023-09-26 00:11:39 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
